function,dimension,alpha,g,noise_model,noise_std,seed,final_best_observed,final_best_latent,final_observed_gap,final_simple_regret
camel3,2,1.0,0,student_t,2.0,0,0.6548221759807924,-0.9636937525558736,-0.6548221759807924,0.9636937525558736
camel3,2,1.0,0,student_t,2.0,1,1.5490143299135277,-0.1676140116009476,-1.5490143299135277,0.1676140116009476
camel3,2,1.0,0,student_t,2.0,2,1.0419067545617482,-0.5290161911319531,-1.0419067545617482,0.5290161911319531
camel3,2,1.0,0,student_t,2.0,3,0.8480466852976711,-1.829918336221117,-0.8480466852976711,1.829918336221117
camel3,2,1.0,0,student_t,2.0,4,2.15197893512096,-3.8717621271242066,-2.15197893512096,3.8717621271242066
camel3,2,1.0,1,student_t,2.0,0,0.6548221759807924,-0.020334029907593365,-0.6548221759807924,0.020334029907593365
camel3,2,1.0,1,student_t,2.0,1,0.548140465651857,-0.30919297821748526,-0.548140465651857,0.30919297821748526
camel3,2,1.0,1,student_t,2.0,2,1.9763753382854425,-0.5290161911319531,-1.9763753382854425,0.5290161911319531
camel3,2,1.0,1,student_t,2.0,3,1.2388233130743984,-0.8980111819420384,-1.2388233130743984,0.8980111819420384
camel3,2,1.0,1,student_t,2.0,4,6.511503925646375,-0.2012124766277333,-6.511503925646375,0.2012124766277333
camel3,2,1.0,2,student_t,2.0,0,0.6548221759807924,-0.05652416141177238,-0.6548221759807924,0.05652416141177238
camel3,2,1.0,2,student_t,2.0,1,0.548140465651857,-0.30919297821748526,-0.548140465651857,0.30919297821748526
camel3,2,1.0,2,student_t,2.0,2,0.033452910090700616,-0.49351713809074005,-0.033452910090700616,0.49351713809074005
camel3,2,1.0,2,student_t,2.0,3,0.9028309809646897,-0.8745415290634022,-0.9028309809646897,0.8745415290634022
camel3,2,1.0,2,student_t,2.0,4,1.2409878706280413,-0.20586531054503948,-1.2409878706280413,0.20586531054503948
camel3,2,hw,0,student_t,2.0,0,0.6548221759807924,-0.6133629867515714,-0.6548221759807924,0.6133629867515714
camel3,2,hw,0,student_t,2.0,1,1.713207540924774,-0.2852677500830104,-1.713207540924774,0.2852677500830104
camel3,2,hw,0,student_t,2.0,2,2.4957994698820767,-0.5290161911319531,-2.4957994698820767,0.5290161911319531
camel3,2,hw,0,student_t,2.0,3,0.718273807227606,-1.5288645751849042,-0.718273807227606,1.5288645751849042
camel3,2,hw,0,student_t,2.0,4,3.3411208989436436,-3.7673174677203867,-3.3411208989436436,3.7673174677203867
camel3,2,hw,1,student_t,2.0,0,1.8349918706764434,-0.05603112705367904,-1.8349918706764434,0.05603112705367904
camel3,2,hw,1,student_t,2.0,1,0.548140465651857,-0.30919297821748526,-0.548140465651857,0.30919297821748526
camel3,2,hw,1,student_t,2.0,2,2.352418240041445,-0.5290161911319531,-2.352418240041445,0.5290161911319531
camel3,2,hw,1,student_t,2.0,3,1.2101845005617329,-0.8980476103124903,-1.2101845005617329,0.8980476103124903
camel3,2,hw,1,student_t,2.0,4,0.2556254517521239,-0.8339917877224508,-0.2556254517521239,0.8339917877224508
camel3,2,hw,2,student_t,2.0,0,0.6548221759807924,-0.07901256417706609,-0.6548221759807924,0.07901256417706609
camel3,2,hw,2,student_t,2.0,1,0.548140465651857,-0.30919297821748526,-0.548140465651857,0.30919297821748526
camel3,2,hw,2,student_t,2.0,2,0.034263827528106194,-0.41950562368593225,-0.034263827528106194,0.41950562368593225
camel3,2,hw,2,student_t,2.0,3,0.9032333674286201,-0.8756049022792933,-0.9032333674286201,0.8756049022792933
camel3,2,hw,2,student_t,2.0,4,1.0906338840592884,-0.2058717679162937,-1.0906338840592884,0.2058717679162937
camel6,2,1.0,0,student_t,2.0,0,4.806543158844472,-0.056973694793905016,-4.806543158844472,0.056973694793905016
camel6,2,1.0,0,student_t,2.0,1,2.986652035409714,-0.1978450295186429,-2.986652035409714,0.1978450295186429
camel6,2,1.0,0,student_t,2.0,2,2.5052769522712603,-0.2040420710154467,-2.5052769522712603,0.2040420710154467
camel6,2,1.0,0,student_t,2.0,3,2.8950805183955417,-0.012021512188810535,-2.8950805183955417,0.012021512188810535
camel6,2,1.0,0,student_t,2.0,4,4.974019554769327,-1.8836958758040225,-4.974019554769327,1.8836958758040225
camel6,2,1.0,1,student_t,2.0,0,1.895580509399108,-0.045140916016453314,-1.895580509399108,0.045140916016453314
camel6,2,1.0,1,student_t,2.0,1,2.986652035409714,-0.6651623639333926,-2.986652035409714,0.6651623639333926
camel6,2,1.0,1,student_t,2.0,2,0.4807655675550342,-0.4169117783894718,-0.4807655675550342,0.4169117783894718
camel6,2,1.0,1,student_t,2.0,3,1.3952739521657334,-0.32838311051548486,-1.3952739521657334,0.32838311051548486
camel6,2,1.0,1,student_t,2.0,4,5.677920781469004,-0.6980617528327802,-5.677920781469004,0.6980617528327802
camel6,2,1.0,2,student_t,2.0,0,1.895580509399108,-0.541250506163162,-1.895580509399108,0.541250506163162
camel6,2,1.0,2,student_t,2.0,1,2.986652035409714,-0.6693208541784932,-2.986652035409714,0.6693208541784932
camel6,2,1.0,2,student_t,2.0,2,-0.29181718803519585,-1.043568062330376,0.29181718803519585,1.043568062330376
camel6,2,1.0,2,student_t,2.0,3,1.7016321492939779,-0.5910286351723215,-1.7016321492939779,0.5910286351723215
camel6,2,1.0,2,student_t,2.0,4,5.932675849373025,-0.7137494327296947,-5.932675849373025,0.7137494327296947
camel6,2,hw,0,student_t,2.0,0,2.0622415768686375,-0.03711992617387572,-2.0622415768686375,0.03711992617387572
camel6,2,hw,0,student_t,2.0,1,2.986652035409714,-0.1978450295186429,-2.986652035409714,0.1978450295186429
camel6,2,hw,0,student_t,2.0,2,2.1960673089210645,-0.6875932813873864,-2.1960673089210645,0.6875932813873864
camel6,2,hw,0,student_t,2.0,3,2.5356640434629885,-0.09007778233759689,-2.5356640434629885,0.09007778233759689
camel6,2,hw,0,student_t,2.0,4,4.85485301696389,-2.0630433820007994,-4.85485301696389,2.0630433820007994
camel6,2,hw,1,student_t,2.0,0,1.895580509399108,-0.017155499079913206,-1.895580509399108,0.017155499079913206
camel6,2,hw,1,student_t,2.0,1,2.986652035409714,-0.6651623639333926,-2.986652035409714,0.6651623639333926
camel6,2,hw,1,student_t,2.0,2,0.4731129334131212,-0.49506948739317713,-0.4731129334131212,0.49506948739317713
camel6,2,hw,1,student_t,2.0,3,1.7391035280560239,-0.12002671412437793,-1.7391035280560239,0.12002671412437793
camel6,2,hw,1,student_t,2.0,4,5.5329386396227,-0.6886486237542874,-5.5329386396227,0.6886486237542874
camel6,2,hw,2,student_t,2.0,0,1.895580509399108,-0.22453350464135935,-1.895580509399108,0.22453350464135935
camel6,2,hw,2,student_t,2.0,1,2.986652035409714,-0.6693208541784932,-2.986652035409714,0.6693208541784932
camel6,2,hw,2,student_t,2.0,2,-0.2918140193368086,-0.9470110215609676,0.2918140193368086,0.9470110215609676
camel6,2,hw,2,student_t,2.0,3,1.7190362912919297,-0.42747825941777773,-1.7190362912919297,0.42747825941777773
camel6,2,hw,2,student_t,2.0,4,6.02359643363909,-0.0708577898737347,-6.02359643363909,0.0708577898737347
dixon_price,5,1.0,0,student_t,2.0,0,-190.72728047592994,-188.6730763205368,190.72728047592994,188.6730763205368
dixon_price,5,1.0,0,student_t,2.0,1,-669.1011892673072,-670.3632648338494,669.1011892673072,670.3632648338494
dixon_price,5,1.0,0,student_t,2.0,2,-279.65597351386407,-281.02674191729716,279.65597351386407,281.02674191729716
dixon_price,5,1.0,0,student_t,2.0,3,-1100.202295019033,-1101.7467457588252,1100.202295019033,1101.7467457588252
dixon_price,5,1.0,0,student_t,2.0,4,-96.69312814722245,-96.1301831587628,96.69312814722245,96.1301831587628
dixon_price,5,1.0,1,student_t,2.0,0,-22.216662422882905,-22.435034838599954,22.216662422882905,22.435034838599954
dixon_price,5,1.0,1,student_t,2.0,1,-51.78516589773984,-54.41622855444075,51.78516589773984,54.41622855444075
dixon_price,5,1.0,1,student_t,2.0,2,-90.70256431657813,-88.08996153866384,90.70256431657813,88.08996153866384
