function,dimension,alpha,g,noise_model,noise_std,seed,final_best_observed,final_best_latent,final_observed_gap,final_simple_regret
sphere,5,hw,2,student_t,2.0,1,5.563660367056287,-0.04964909935543976,-5.563660367056287,0.04964909935543976
sphere,5,hw,2,student_t,2.0,2,1.168862065337724,-0.05342295973925858,-1.168862065337724,0.05342295973925858
sphere,5,hw,2,student_t,2.0,3,1.722068696103583,-0.0972692563461812,-1.722068696103583,0.0972692563461812
sphere,5,hw,2,student_t,2.0,4,5.159461823234101,-0.20624521693945586,-5.159461823234101,0.20624521693945586
rosenbrock,5,1.0,0,student_t,2.0,0,-3.2674781127180728,-5.804226770377732,3.2674781127180728,5.804226770377732
rosenbrock,5,1.0,0,student_t,2.0,1,-12.014528316484279,-15.015657591493335,12.014528316484279,15.015657591493335
rosenbrock,5,1.0,0,student_t,2.0,2,-28.345652093264167,-29.716420496697232,28.345652093264167,29.716420496697232
rosenbrock,5,1.0,0,student_t,2.0,3,-18.38056832795836,-19.92501906775048,18.38056832795836,19.92501906775048
rosenbrock,5,1.0,0,student_t,2.0,4,-8.454505622798452,-8.258725637754235,8.454505622798452,8.258725637754235
rosenbrock,5,1.0,1,student_t,2.0,0,-4.801968493617808,-5.030139045712435,4.801968493617808,5.030139045712435
rosenbrock,5,1.0,1,student_t,2.0,1,-4.3883227885666365,-5.304807218365693,4.3883227885666365,5.304807218365693
rosenbrock,5,1.0,1,student_t,2.0,2,-8.56522809120024,-9.591981213266124,8.56522809120024,9.591981213266124
rosenbrock,5,1.0,1,student_t,2.0,3,-8.513061023631272,-8.684503229777626,8.513061023631272,8.684503229777626
rosenbrock,5,1.0,1,student_t,2.0,4,-5.426206427771064,-4.863261439311417,5.426206427771064,4.863261439311417
rosenbrock,5,1.0,2,student_t,2.0,0,-21.614070049860796,-21.443467028772478,21.614070049860796,21.443467028772478
