function,dimension,alpha,g,noise_model,noise_std,seed,final_best_observed,final_best_latent,final_observed_gap,final_simple_regret,batch,true_optimum_patch
forrester08,1,hw,1,gaussian,2.0,3,1.4654352532597463,-0.0415065055315073,-1.4654352532597463,0.0415065055315073,s03_batch3,
forrester08,1,hw,1,gaussian,2.0,4,2.3955781242129603,-6.975467505832e-06,-2.3955781242129603,6.975467505832e-06,s03_batch3,
forrester08,1,hw,2,gaussian,2.0,0,3.124040355221816,-0.0151126312896971,-3.124040355221816,0.0151126312896971,s03_batch3,
forrester08,1,hw,2,gaussian,2.0,1,-2.722889572164755,-0.5628378457511696,2.722889572164755,0.5628378457511696,s03_batch3,
forrester08,1,hw,2,gaussian,2.0,2,1.6151052523261575,-0.0221785493004968,-1.6151052523261575,0.0221785493004968,s03_batch3,
forrester08,1,hw,2,gaussian,2.0,3,-0.080206909250577,-0.0780242779416751,0.080206909250577,0.0780242779416751,s03_batch3,
forrester08,1,hw,2,gaussian,2.0,4,1.0204851597289062,-0.2168542183248565,-1.0204851597289062,0.2168542183248565,s03_batch3,
goldstein_price,2,1,0,gaussian,2.0,0,-417.44799847861975,-419.87417369071454,417.44799847861975,419.87417369071454,s03_batch3,
goldstein_price,2,1,0,gaussian,2.0,1,-196.95549354827995,-192.53876581498176,196.95549354827995,192.53876581498176,s03_batch3,
goldstein_price,2,1,0,gaussian,2.0,2,-29.8386125172494,-29.92169130324621,29.8386125172494,29.92169130324621,s03_batch3,
goldstein_price,2,1,0,gaussian,2.0,3,-380.6012769644993,-377.18147723037526,380.6012769644993,377.18147723037526,s03_batch3,
goldstein_price,2,1,0,gaussian,2.0,4,-82.04637595753881,-85.26734121817927,82.04637595753881,85.26734121817927,s03_batch3,
goldstein_price,2,1,1,gaussian,2.0,0,0.9755224399678032,-2.606814482452028,-0.9755224399678032,2.606814482452028,s03_batch3,
goldstein_price,2,1,1,gaussian,2.0,1,-34.0447637045369,-36.18575063729186,34.0447637045369,36.18575063729186,s03_batch3,
goldstein_price,2,1,1,gaussian,2.0,2,-29.8386125172494,-29.92169130324621,29.8386125172494,29.92169130324621,s03_batch3,
goldstein_price,2,1,1,gaussian,2.0,3,-28.989251699088204,-27.233021778550786,28.989251699088204,27.233021778550786,s03_batch3,
goldstein_price,2,1,1,gaussian,2.0,4,-84.66867154150194,-81.94798734993559,84.66867154150194,81.94798734993559,s03_batch3,
goldstein_price,2,1,2,gaussian,2.0,0,-27.252174387890364,-28.491776514535992,27.252174387890364,28.491776514535992,s03_batch3,
goldstein_price,2,1,2,gaussian,2.0,1,-32.83068294073266,-33.28716048760874,32.83068294073266,33.28716048760874,s03_batch3,
goldstein_price,2,1,2,gaussian,2.0,2,-29.8386125172494,-29.92169130324621,29.8386125172494,29.92169130324621,s03_batch3,
goldstein_price,2,1,2,gaussian,2.0,3,-29.685047126926115,-27.928817206388697,29.685047126926115,27.928817206388697,s03_batch3,
goldstein_price,2,1,2,gaussian,2.0,4,-37.62343256850461,-34.40315720612015,37.62343256850461,34.40315720612015,s03_batch3,
