function,dimension,alpha,g,noise_model,noise_std,seed,final_best_observed,final_best_latent,final_observed_gap,final_simple_regret,batch,true_optimum_patch
rosenbrock,5,1,2,heteroscedastic,2.0,4,-20.084323556323707,-21.704187840499348,20.084323556323707,21.704187840499348,s01_batch1,
rosenbrock,5,hw,0,heteroscedastic,2.0,0,-10.017668514707696,-11.237240305533362,10.017668514707696,11.237240305533362,s01_batch1,
rosenbrock,5,hw,0,heteroscedastic,2.0,1,-14.213624559660031,-16.554237046254702,14.213624559660031,16.554237046254702,s01_batch1,
rosenbrock,5,hw,0,heteroscedastic,2.0,2,-23.55935257112734,-24.246411517001043,23.55935257112734,24.246411517001043,s01_batch1,
rosenbrock,5,hw,0,heteroscedastic,2.0,3,-26.36458130302004,-29.408496147915216,26.36458130302004,29.408496147915216,s01_batch1,
rosenbrock,5,hw,0,heteroscedastic,2.0,4,-7.907669581315097,-11.363681330079444,7.907669581315097,11.363681330079444,s01_batch1,
rosenbrock,5,hw,1,heteroscedastic,2.0,0,-5.221697931556242,-6.347942554426312,5.221697931556242,6.347942554426312,s01_batch1,
rosenbrock,5,hw,1,heteroscedastic,2.0,1,-2.14696144808573,-4.685546519680148,2.14696144808573,4.685546519680148,s01_batch1,
rosenbrock,5,hw,1,heteroscedastic,2.0,2,-12.01724365362874,-11.673290026117098,12.01724365362874,11.673290026117098,s01_batch1,
rosenbrock,5,hw,1,heteroscedastic,2.0,3,-5.357611546195073,-6.568458904698491,5.357611546195073,6.568458904698491,s01_batch1,
rosenbrock,5,hw,1,heteroscedastic,2.0,4,-3.572588353500917,-4.895599228223717,3.572588353500917,4.895599228223717,s01_batch1,
rosenbrock,5,hw,2,heteroscedastic,2.0,0,-10.644762310750478,-11.77104548849558,10.644762310750478,11.77104548849558,s01_batch1,
rosenbrock,5,hw,2,heteroscedastic,2.0,1,-18.99581745855632,-19.61203685116465,18.99581745855632,19.61203685116465,s01_batch1,
rosenbrock,5,hw,2,heteroscedastic,2.0,2,-15.2052422015987,-18.38503209076401,15.2052422015987,18.38503209076401,s01_batch1,
rosenbrock,5,hw,2,heteroscedastic,2.0,3,-10.66135697951626,-9.88385885330262,10.66135697951626,9.88385885330262,s01_batch1,
rosenbrock,5,hw,2,heteroscedastic,2.0,4,-19.24540480082293,-20.865274878892016,19.24540480082293,20.865274878892016,s01_batch1,
ackley,5,1,0,heteroscedastic,2.0,0,-2.145720518341175,-5.524384317053169,2.145720518341175,5.524384317053169,s01_batch1,
ackley,5,1,0,heteroscedastic,2.0,1,-5.2648466577638455,-7.620436677129712,5.2648466577638455,7.620436677129712,s01_batch1,
ackley,5,1,0,heteroscedastic,2.0,2,-2.2353454072412395,-6.056379414833181,2.2353454072412395,6.056379414833181,s01_batch1,
ackley,5,1,0,heteroscedastic,2.0,3,-3.060490409116486,-6.737222545257168,3.060490409116486,6.737222545257168,s01_batch1,
ackley,5,1,0,heteroscedastic,2.0,4,-0.7117377120853741,-5.0716388148182325,0.7117377120853741,5.0716388148182325,s01_batch1,
ackley,5,1,1,heteroscedastic,2.0,0,-2.9164680997197765,-5.912180999200437,2.9164680997197765,5.912180999200437,s01_batch1,
ackley,5,1,1,heteroscedastic,2.0,1,-1.809513087428631,-5.519556287232959,1.809513087428631,5.519556287232959,s01_batch1,
ackley,5,1,1,heteroscedastic,2.0,2,-0.9222643463296194,-4.836616378217741,0.9222643463296194,4.836616378217741,s01_batch1,
ackley,5,1,1,heteroscedastic,2.0,3,-4.558273953590266,-6.628169806404948,4.558273953590266,6.628169806404948,s01_batch1,
ackley,5,1,1,heteroscedastic,2.0,4,-1.367367196419492,-4.382647315820229,1.367367196419492,4.382647315820229,s01_batch1,
ackley,5,1,2,heteroscedastic,2.0,0,2.508781069266572,-3.320085126189749,-2.508781069266572,3.320085126189749,s01_batch1,
ackley,5,1,2,heteroscedastic,2.0,1,-5.2648466577638455,-7.620436677129712,5.2648466577638455,7.620436677129712,s01_batch1,
ackley,5,1,2,heteroscedastic,2.0,2,-2.9217446672317964,-5.842825259693544,2.9217446672317964,5.842825259693544,s01_batch1,
ackley,5,1,2,heteroscedastic,2.0,3,0.9167382885692974,-3.312422011332654,-0.9167382885692974,3.312422011332654,s01_batch1,
ackley,5,1,2,heteroscedastic,2.0,4,-0.4021566947013673,-3.034690796373017,0.4021566947013673,3.034690796373017,s01_batch1,
ackley,5,hw,0,heteroscedastic,2.0,0,1.794561976981952,-4.814932384944274,-1.794561976981952,4.814932384944274,s01_batch1,
ackley,5,hw,0,heteroscedastic,2.0,1,-5.2648466577638455,-7.620436677129712,5.2648466577638455,7.620436677129712,s01_batch1,
ackley,5,hw,0,heteroscedastic,2.0,2,-2.6793057279863497,-6.356134201171773,2.6793057279863497,6.356134201171773,s01_batch1,
ackley,5,hw,0,heteroscedastic,2.0,3,-0.0805431807721657,-4.123347136442746,0.0805431807721657,4.123347136442746,s01_batch1,
ackley,5,hw,0,heteroscedastic,2.0,4,-0.4682821042984182,-4.8331069955666415,0.4682821042984182,4.8331069955666415,s01_batch1,
ackley,5,hw,1,heteroscedastic,2.0,0,-4.104690993847215,-5.912180999200437,4.104690993847215,5.912180999200437,s01_batch1,
ackley,5,hw,1,heteroscedastic,2.0,1,-3.0784655178032123,-7.329992585809203,3.0784655178032123,7.329992585809203,s01_batch1,
ackley,5,hw,1,heteroscedastic,2.0,2,-2.937741083964746,-5.329572993615741,2.937741083964746,5.329572993615741,s01_batch1,
ackley,5,hw,1,heteroscedastic,2.0,3,-4.558273953590266,-6.523444741996435,4.558273953590266,6.523444741996435,s01_batch1,
