function,dimension,alpha,g,noise_model,noise_std,seed,final_best_observed,final_best_latent,final_observed_gap,final_simple_regret,batch,true_optimum_patch
schwefel,10,hw,1,heteroscedastic,2.0,2,-1784.399131343243,-1782.7290550157873,1784.399131343243,1782.7290550157873,s01_batch1,
schwefel,10,hw,1,heteroscedastic,2.0,3,-1444.113272747333,-1443.7771546472432,1444.113272747333,1443.7771546472432,s01_batch1,
schwefel,10,hw,1,heteroscedastic,2.0,4,-1620.3764572702669,-1622.9987529227064,1620.3764572702669,1622.9987529227064,s01_batch1,
schwefel,10,hw,2,heteroscedastic,2.0,0,-1475.9225284585434,-1477.1372343157418,1475.9225284585434,1477.1372343157418,s01_batch1,
schwefel,10,hw,2,heteroscedastic,2.0,1,-2116.627848060108,-2116.5536623542384,2116.627848060108,2116.5536623542384,s01_batch1,
schwefel,10,hw,2,heteroscedastic,2.0,2,-1799.289896196549,-1800.7021285683877,1799.289896196549,1800.7021285683877,s01_batch1,
schwefel,10,hw,2,heteroscedastic,2.0,3,-2080.840388670013,-2078.039266995896,2080.840388670013,2078.039266995896,s01_batch1,
schwefel,10,hw,2,heteroscedastic,2.0,4,-1586.5234830747506,-1586.9454155756343,1586.5234830747506,1586.9454155756343,s01_batch1,
levy,10,1,0,heteroscedastic,2.0,0,-8.774005488322931,-10.33271245429425,8.774005488322931,10.33271245429425,s01_batch1,
levy,10,1,0,heteroscedastic,2.0,1,-10.71022492792692,-12.627379885580975,10.71022492792692,12.627379885580975,s01_batch1,
levy,10,1,0,heteroscedastic,2.0,2,3.478014976704176,-1.5836900454022622,-3.478014976704176,1.5836900454022622,s01_batch1,
levy,10,1,0,heteroscedastic,2.0,3,-1.8308607502857588,-4.483895224302513,1.8308607502857588,4.483895224302513,s01_batch1,
levy,10,1,0,heteroscedastic,2.0,4,-16.83951825768429,-19.407112086165608,16.83951825768429,19.407112086165608,s01_batch1,
levy,10,1,1,heteroscedastic,2.0,0,-1.886098069340247,-5.535834472545122,1.886098069340247,5.535834472545122,s01_batch1,
levy,10,1,1,heteroscedastic,2.0,1,-4.489134558871365,-1.1993864462749455,4.489134558871365,1.1993864462749455,s01_batch1,
levy,10,1,1,heteroscedastic,2.0,2,-2.376503128547366,-6.601424412021538,2.376503128547366,6.601424412021538,s01_batch1,
levy,10,1,1,heteroscedastic,2.0,3,-0.0629473173607158,-3.1184642494722583,0.0629473173607158,3.1184642494722583,s01_batch1,
levy,10,1,1,heteroscedastic,2.0,4,-1.8535899652970371,-3.3802925853098187,1.8535899652970371,3.3802925853098187,s01_batch1,
levy,10,1,2,heteroscedastic,2.0,0,1.678777279280628,-2.015823955619569,-1.678777279280628,2.015823955619569,s01_batch1,
levy,10,1,2,heteroscedastic,2.0,1,-9.104840865896715,-6.869304834568635,9.104840865896715,6.869304834568635,s01_batch1,
levy,10,1,2,heteroscedastic,2.0,2,-2.5685378332821003,-1.3537550637583018,2.5685378332821003,1.3537550637583018,s01_batch1,
levy,10,1,2,heteroscedastic,2.0,3,-7.808105665166484,-7.375073270606077,7.808105665166484,7.375073270606077,s01_batch1,
levy,10,1,2,heteroscedastic,2.0,4,0.1415738276215687,-2.7768254426270733,-0.1415738276215687,2.7768254426270733,s01_batch1,
levy,10,hw,0,heteroscedastic,2.0,0,-11.832473915283613,-12.44632334479512,11.832473915283613,12.44632334479512,s01_batch1,
levy,10,hw,0,heteroscedastic,2.0,1,-9.432141095921772,-11.74784521851635,9.432141095921772,11.74784521851635,s01_batch1,
levy,10,hw,0,heteroscedastic,2.0,2,2.004614586821317,-2.782817862608441,-2.004614586821317,2.782817862608441,s01_batch1,
levy,10,hw,0,heteroscedastic,2.0,3,-6.020380453492574,-9.850519143547254,6.020380453492574,9.850519143547254,s01_batch1,
levy,10,hw,0,heteroscedastic,2.0,4,-5.690681397130454,-8.490791022538756,5.690681397130454,8.490791022538756,s01_batch1,
levy,10,hw,1,heteroscedastic,2.0,0,-2.511888244502872,-4.469887065582958,2.511888244502872,4.469887065582958,s01_batch1,
levy,10,hw,1,heteroscedastic,2.0,1,-2.658885880930108,-3.468297364726584,2.658885880930108,3.468297364726584,s01_batch1,
levy,10,hw,1,heteroscedastic,2.0,2,-0.3790433556272949,-0.7741581817015533,0.3790433556272949,0.7741581817015533,s01_batch1,
levy,10,hw,1,heteroscedastic,2.0,3,-3.727669349899464,-3.390571753197249,3.727669349899464,3.390571753197249,s01_batch1,
levy,10,hw,1,heteroscedastic,2.0,4,-2.100091403141724,-2.8392343632957964,2.100091403141724,2.8392343632957964,s01_batch1,
levy,10,hw,2,heteroscedastic,2.0,0,-2.4778792348989884,-1.8019864668705596,2.4778792348989884,1.8019864668705596,s01_batch1,
levy,10,hw,2,heteroscedastic,2.0,1,-3.789182049085959,-3.630284149842464,3.789182049085959,3.630284149842464,s01_batch1,
levy,10,hw,2,heteroscedastic,2.0,2,-2.652736128731048,-3.2901842329121687,2.652736128731048,3.2901842329121687,s01_batch1,
levy,10,hw,2,heteroscedastic,2.0,3,-2.263934139613193,-5.429155670845604,2.263934139613193,5.429155670845604,s01_batch1,
levy,10,hw,2,heteroscedastic,2.0,4,-1.1684141646155295,-2.28539067868497,1.1684141646155295,2.28539067868497,s01_batch1,
zakharov,10,1,0,heteroscedastic,2.0,0,-336.1096482263539,-336.2847143677606,336.1096482263539,336.2847143677606,s01_batch1,
zakharov,10,1,0,heteroscedastic,2.0,1,-252.81064788626625,-257.3856257473283,252.81064788626625,257.3856257473283,s01_batch1,
zakharov,10,1,0,heteroscedastic,2.0,2,-49.87119434786006,-52.23732820669292,49.87119434786006,52.23732820669292,s01_batch1,
zakharov,10,1,0,heteroscedastic,2.0,3,-147.5826192636933,-150.93975625272105,147.5826192636933,150.93975625272105,s01_batch1,
zakharov,10,1,0,heteroscedastic,2.0,4,-118.540392181704,-116.05146024510292,118.540392181704,116.05146024510292,s01_batch1,
zakharov,10,1,1,heteroscedastic,2.0,0,-212.2433599817817,-210.4651397696969,212.2433599817817,210.4651397696969,s01_batch1,
zakharov,10,1,1,heteroscedastic,2.0,1,-209.9269129739597,-206.64252090390224,209.9269129739597,206.64252090390224,s01_batch1,
zakharov,10,1,1,heteroscedastic,2.0,2,-235.2492702219782,-232.96784493915936,235.2492702219782,232.96784493915936,s01_batch1,
zakharov,10,1,1,heteroscedastic,2.0,3,-152.75750925221882,-151.45917171675174,152.75750925221882,151.45917171675174,s01_batch1,
zakharov,10,1,1,heteroscedastic,2.0,4,-249.39665535817892,-247.61208381765752,249.39665535817892,247.61208381765752,s01_batch1,
zakharov,10,1,2,heteroscedastic,2.0,0,-242.2786193425441,-245.1017975832794,242.2786193425441,245.1017975832794,s01_batch1,
zakharov,10,1,2,heteroscedastic,2.0,1,-221.9813016869548,-220.33105727603476,221.9813016869548,220.33105727603476,s01_batch1,
zakharov,10,1,2,heteroscedastic,2.0,2,-160.37150993637704,-159.58426014312084,160.37150993637704,159.58426014312084,s01_batch1,
zakharov,10,1,2,heteroscedastic,2.0,3,-152.75750925221882,-151.45917171675174,152.75750925221882,151.45917171675174,s01_batch1,
zakharov,10,1,2,heteroscedastic,2.0,4,-254.9150773958904,-256.64686412824204,254.9150773958904,256.64686412824204,s01_batch1,
zakharov,10,hw,0,heteroscedastic,2.0,0,-336.1096482263539,-336.2847143677606,336.1096482263539,336.2847143677606,s01_batch1,
zakharov,10,hw,0,heteroscedastic,2.0,1,-596.4726599196122,-593.3867743833885,596.4726599196122,593.3867743833885,s01_batch1,
zakharov,10,hw,0,heteroscedastic,2.0,2,-54.78877558380589,-54.95030841680708,54.78877558380589,54.95030841680708,s01_batch1,
zakharov,10,hw,0,heteroscedastic,2.0,3,-110.9727502726485,-111.03747625576598,110.9727502726485,111.03747625576598,s01_batch1,
zakharov,10,hw,0,heteroscedastic,2.0,4,-87.36062498663803,-87.9188639939913,87.36062498663803,87.9188639939913,s01_batch1,
zakharov,10,hw,1,heteroscedastic,2.0,0,-183.2063671880332,-185.9152228739269,183.2063671880332,185.9152228739269,s01_batch1,
zakharov,10,hw,1,heteroscedastic,2.0,1,-300.7058963308958,-300.27561911406144,300.7058963308958,300.27561911406144,s01_batch1,
zakharov,10,hw,1,heteroscedastic,2.0,2,-235.25027496971575,-232.9688496862723,235.25027496971575,232.9688496862723,s01_batch1,
zakharov,10,hw,1,heteroscedastic,2.0,3,-75.59773529806196,-76.50959235707934,75.59773529806196,76.50959235707934,s01_batch1,
zakharov,10,hw,1,heteroscedastic,2.0,4,-231.53202712207624,-227.868856823562,231.53202712207624,227.868856823562,s01_batch1,
zakharov,10,hw,2,heteroscedastic,2.0,0,-242.27546448817276,-245.0986429693333,242.27546448817276,245.0986429693333,s01_batch1,
zakharov,10,hw,2,heteroscedastic,2.0,1,-240.10212411893443,-236.387353935772,240.10212411893443,236.387353935772,s01_batch1,
zakharov,10,hw,2,heteroscedastic,2.0,2,-200.9360146282667,-199.6050401269646,200.9360146282667,199.6050401269646,s01_batch1,
zakharov,10,hw,2,heteroscedastic,2.0,3,-152.75750925221882,-151.45917171675174,152.75750925221882,151.45917171675174,s01_batch1,
zakharov,10,hw,2,heteroscedastic,2.0,4,-174.12079308087525,-176.02464560416263,174.12079308087525,176.02464560416263,s01_batch1,
griewank,10,1,0,heteroscedastic,2.0,0,-0.510255326181472,-3.5544870598073675,0.510255326181472,3.5544870598073675,s01_batch1,
griewank,10,1,0,heteroscedastic,2.0,1,0.008007602352265,-4.252624385835737,-0.008007602352265,4.252624385835737,s01_batch1,
griewank,10,1,0,heteroscedastic,2.0,2,-1.771194466603231,-6.591522662097041,1.771194466603231,6.591522662097041,s01_batch1,
griewank,10,1,0,heteroscedastic,2.0,3,1.183225597790785,-1.829924418571454,-1.183225597790785,1.829924418571454,s01_batch1,
griewank,10,1,0,heteroscedastic,2.0,4,-0.2283900313901687,-3.26599595278001,0.2283900313901687,3.26599595278001,s01_batch1,
griewank,10,1,1,heteroscedastic,2.0,0,0.5514000503144607,-1.5925503079048786,-0.5514000503144607,1.5925503079048786,s01_batch1,
griewank,10,1,1,heteroscedastic,2.0,1,0.0775951595464792,-1.8315136120411528,-0.0775951595464792,1.8315136120411528,s01_batch1,
griewank,10,1,1,heteroscedastic,2.0,2,-0.5366902119768997,-1.4704315517031346,0.5366902119768997,1.4704315517031346,s01_batch1,
griewank,10,1,1,heteroscedastic,2.0,3,1.484280623310498,-1.3052136046184784,-1.484280623310498,1.3052136046184784,s01_batch1,
griewank,10,1,1,heteroscedastic,2.0,4,-1.0095017934310644,-1.7844335559300883,1.0095017934310644,1.7844335559300883,s01_batch1,
griewank,10,1,2,heteroscedastic,2.0,0,-1.791037868214644,-2.203159422690155,1.791037868214644,2.203159422690155,s01_batch1,
griewank,10,1,2,heteroscedastic,2.0,1,-3.391513055220096,-4.21369379072505,3.391513055220096,4.21369379072505,s01_batch1,
griewank,10,1,2,heteroscedastic,2.0,2,0.5454135852829536,-2.5785087367501998,-0.5454135852829536,2.5785087367501998,s01_batch1,
griewank,10,1,2,heteroscedastic,2.0,3,0.4090100825906893,-3.101773786417901,-0.4090100825906893,3.101773786417901,s01_batch1,
griewank,10,1,2,heteroscedastic,2.0,4,-0.5142980754275996,-2.382765740460792,0.5142980754275996,2.382765740460792,s01_batch1,
griewank,10,hw,0,heteroscedastic,2.0,0,0.3434262961133836,-3.9483105956420936,-0.3434262961133836,3.9483105956420936,s01_batch1,
griewank,10,hw,0,heteroscedastic,2.0,1,-5.482216742062487,-9.76090842499197,5.482216742062487,9.76090842499197,s01_batch1,
griewank,10,hw,0,heteroscedastic,2.0,2,0.0485019943516311,-4.48412407820223,-0.0485019943516311,4.48412407820223,s01_batch1,
griewank,10,hw,0,heteroscedastic,2.0,3,0.5320734138816872,-3.484371728023632,-0.5320734138816872,3.484371728023632,s01_batch1,
griewank,10,hw,0,heteroscedastic,2.0,4,-0.7657447937231843,-3.4539675696903087,0.7657447937231843,3.4539675696903087,s01_batch1,
griewank,10,hw,1,heteroscedastic,2.0,0,-0.0219242688055256,-1.4314183413220414,0.0219242688055256,1.4314183413220414,s01_batch1,
griewank,10,hw,1,heteroscedastic,2.0,1,0.8859646597328301,-1.824076746350352,-0.8859646597328301,1.824076746350352,s01_batch1,
griewank,10,hw,1,heteroscedastic,2.0,2,0.0943227627704383,-1.857828646894752,-0.0943227627704383,1.857828646894752,s01_batch1,
griewank,10,hw,1,heteroscedastic,2.0,3,-0.1496219558895828,-1.4546878727029564,0.1496219558895828,1.4546878727029564,s01_batch1,
griewank,10,hw,1,heteroscedastic,2.0,4,-2.904469915335342,-3.3038175506014533,2.904469915335342,3.3038175506014533,s01_batch1,
griewank,10,hw,2,heteroscedastic,2.0,0,-1.6094638973024673,-1.9955732764507472,1.6094638973024673,1.9955732764507472,s01_batch1,
griewank,10,hw,2,heteroscedastic,2.0,1,-3.7223263311942754,-4.308775569440897,3.7223263311942754,4.308775569440897,s01_batch1,
griewank,10,hw,2,heteroscedastic,2.0,2,0.7044503432649623,-1.6842748695403211,-0.7044503432649623,1.6842748695403211,s01_batch1,
griewank,10,hw,2,heteroscedastic,2.0,3,-0.2713279089361946,-2.4029743998997213,0.2713279089361946,2.4029743998997213,s01_batch1,
griewank,10,hw,2,heteroscedastic,2.0,4,-1.1495456039827834,-2.5144464155284707,1.1495456039827834,2.5144464155284707,s01_batch1,
alpine1,10,1,0,heteroscedastic,2.0,0,-5.372262989979616,-5.706076957201096,5.372262989979616,5.706076957201096,s01_batch1,
alpine1,10,1,0,heteroscedastic,2.0,1,1.1244872849277954,-0.0,-1.1244872849277954,0.0,s01_batch1,
alpine1,10,1,0,heteroscedastic,2.0,2,2.8980114819582146,-1.2632210059717994,-2.8980114819582146,1.2632210059717994,s01_batch1,
alpine1,10,1,0,heteroscedastic,2.0,3,-6.508076025399968,-9.575350214431715,6.508076025399968,9.575350214431715,s01_batch1,
alpine1,10,1,0,heteroscedastic,2.0,4,-3.962300742448558,-7.032434901480455,3.962300742448558,7.032434901480455,s01_batch1,
alpine1,10,1,1,heteroscedastic,2.0,0,3.118155521441898,-0.0,-3.118155521441898,0.0,s01_batch1,
alpine1,10,1,1,heteroscedastic,2.0,1,4.567910053785186,-0.0,-4.567910053785186,0.0,s01_batch1,
alpine1,10,1,1,heteroscedastic,2.0,2,3.741745150790954,-0.0,-3.741745150790954,0.0,s01_batch1,
alpine1,10,1,1,heteroscedastic,2.0,3,2.072624379507765,-0.0,-2.072624379507765,0.0,s01_batch1,
alpine1,10,1,1,heteroscedastic,2.0,4,-6.951209851738882,-9.45688090997926,6.951209851738882,9.45688090997926,s01_batch1,
alpine1,10,1,2,heteroscedastic,2.0,0,-1.3203713852927592,-0.0,1.3203713852927592,0.0,s01_batch1,
alpine1,10,1,2,heteroscedastic,2.0,1,3.5734613041597867,-0.0,-3.5734613041597867,0.0,s01_batch1,
alpine1,10,1,2,heteroscedastic,2.0,2,1.3932894322526403,-0.0,-1.3932894322526403,0.0,s01_batch1,
alpine1,10,1,2,heteroscedastic,2.0,3,0.1285572445854724,-0.0,-0.1285572445854724,0.0,s01_batch1,
alpine1,10,1,2,heteroscedastic,2.0,4,1.1243651638477146,-0.0,-1.1243651638477146,0.0,s01_batch1,
alpine1,10,hw,0,heteroscedastic,2.0,0,-8.830891983402733,-10.43832983829526,8.830891983402733,10.43832983829526,s01_batch1,
alpine1,10,hw,0,heteroscedastic,2.0,1,4.084860102740603,-0.3313235261056074,-4.084860102740603,0.3313235261056074,s01_batch1,
alpine1,10,hw,0,heteroscedastic,2.0,2,4.048660923425065,-0.2635086097230221,-4.048660923425065,0.2635086097230221,s01_batch1,
alpine1,10,hw,0,heteroscedastic,2.0,3,-4.393419056022501,-8.880422217787395,4.393419056022501,8.880422217787395,s01_batch1,
alpine1,10,hw,0,heteroscedastic,2.0,4,-6.96988504751184,-9.983178029954296,6.96988504751184,9.983178029954296,s01_batch1,
alpine1,10,hw,1,heteroscedastic,2.0,0,3.687581897145087,-0.0,-3.687581897145087,0.0,s01_batch1,
alpine1,10,hw,1,heteroscedastic,2.0,1,-4.393561043915184,-7.055473367482181,4.393561043915184,7.055473367482181,s01_batch1,
alpine1,10,hw,1,heteroscedastic,2.0,2,3.118090045116074,-0.0,-3.118090045116074,0.0,s01_batch1,
alpine1,10,hw,1,heteroscedastic,2.0,3,2.072624379507765,-0.0,-2.072624379507765,0.0,s01_batch1,
alpine1,10,hw,1,heteroscedastic,2.0,4,-10.829948910206047,-11.402634709672467,10.829948910206047,11.402634709672467,s01_batch1,
alpine1,10,hw,2,heteroscedastic,2.0,0,1.697724687322313,-0.0,-1.697724687322313,0.0,s01_batch1,
alpine1,10,hw,2,heteroscedastic,2.0,1,4.555193789146945,-0.0,-4.555193789146945,0.0,s01_batch1,
alpine1,10,hw,2,heteroscedastic,2.0,2,1.3932894322526403,-0.0,-1.3932894322526403,0.0,s01_batch1,
alpine1,10,hw,2,heteroscedastic,2.0,3,1.730840393623663,-0.0,-1.730840393623663,0.0,s01_batch1,
alpine1,10,hw,2,heteroscedastic,2.0,4,2.983359922556307,-0.0,-2.983359922556307,0.0,s01_batch1,
expanded_scaffer_f6,10,1,0,heteroscedastic,2.0,0,-0.3266519319405789,-4.367059048023401,0.3266519319405789,4.367059048023401,s01_batch1,
expanded_scaffer_f6,10,1,0,heteroscedastic,2.0,1,1.0640177995776936,-4.516430841593534,-1.0640177995776936,4.516430841593534,s01_batch1,
expanded_scaffer_f6,10,1,0,heteroscedastic,2.0,2,3.126262907658827,-4.322099710242945,-3.126262907658827,4.322099710242945,s01_batch1,
expanded_scaffer_f6,10,1,0,heteroscedastic,2.0,3,0.0835834457387658,-4.525787565396601,-0.0835834457387658,4.525787565396601,s01_batch1,
expanded_scaffer_f6,10,1,0,heteroscedastic,2.0,4,-0.4797170295487341,-4.432913584411841,0.4797170295487341,4.432913584411841,s01_batch1,
expanded_scaffer_f6,10,1,1,heteroscedastic,2.0,0,-0.3266519319405789,-4.367059048023401,0.3266519319405789,4.367059048023401,s01_batch1,
expanded_scaffer_f6,10,1,1,heteroscedastic,2.0,1,1.2411672290242317,-4.417671982361521,-1.2411672290242317,4.417671982361521,s01_batch1,
expanded_scaffer_f6,10,1,1,heteroscedastic,2.0,2,3.126262907658827,-4.322099710242945,-3.126262907658827,4.322099710242945,s01_batch1,
expanded_scaffer_f6,10,1,1,heteroscedastic,2.0,3,0.0835834457387658,-4.525787565396601,-0.0835834457387658,4.525787565396601,s01_batch1,
expanded_scaffer_f6,10,1,1,heteroscedastic,2.0,4,-0.4797170295487341,-4.432913584411841,0.4797170295487341,4.432913584411841,s01_batch1,
expanded_scaffer_f6,10,1,2,heteroscedastic,2.0,0,-0.3266519319405789,-4.367059048023401,0.3266519319405789,4.367059048023401,s01_batch1,
expanded_scaffer_f6,10,1,2,heteroscedastic,2.0,1,1.2411672290242317,-4.417671982361521,-1.2411672290242317,4.417671982361521,s01_batch1,
expanded_scaffer_f6,10,1,2,heteroscedastic,2.0,2,3.126262907658827,-4.322099710242945,-3.126262907658827,4.322099710242945,s01_batch1,
expanded_scaffer_f6,10,1,2,heteroscedastic,2.0,3,0.0835834457387658,-4.525787565396601,-0.0835834457387658,4.525787565396601,s01_batch1,
expanded_scaffer_f6,10,1,2,heteroscedastic,2.0,4,-0.4797170295487341,-4.294672732174016,0.4797170295487341,4.294672732174016,s01_batch1,
expanded_scaffer_f6,10,hw,0,heteroscedastic,2.0,0,-0.3266519319405789,-4.367059048023401,0.3266519319405789,4.367059048023401,s01_batch1,
expanded_scaffer_f6,10,hw,0,heteroscedastic,2.0,1,0.7562969131156985,-4.516430841593534,-0.7562969131156985,4.516430841593534,s01_batch1,
expanded_scaffer_f6,10,hw,0,heteroscedastic,2.0,2,3.126262907658827,-4.322099710242945,-3.126262907658827,4.322099710242945,s01_batch1,
expanded_scaffer_f6,10,hw,0,heteroscedastic,2.0,3,0.0835834457387658,-4.525787565396601,-0.0835834457387658,4.525787565396601,s01_batch1,
expanded_scaffer_f6,10,hw,0,heteroscedastic,2.0,4,-0.4797170295487341,-4.432913584411841,0.4797170295487341,4.432913584411841,s01_batch1,
expanded_scaffer_f6,10,hw,1,heteroscedastic,2.0,0,-0.3266519319405789,-4.367059048023401,0.3266519319405789,4.367059048023401,s01_batch1,
expanded_scaffer_f6,10,hw,1,heteroscedastic,2.0,1,1.2411672290242317,-4.417671982361521,-1.2411672290242317,4.417671982361521,s01_batch1,
expanded_scaffer_f6,10,hw,1,heteroscedastic,2.0,2,3.126262907658827,-4.322099710242945,-3.126262907658827,4.322099710242945,s01_batch1,
expanded_scaffer_f6,10,hw,1,heteroscedastic,2.0,3,0.0835834457387658,-4.525787565396601,-0.0835834457387658,4.525787565396601,s01_batch1,
expanded_scaffer_f6,10,hw,1,heteroscedastic,2.0,4,-0.4797170295487341,-4.432913584411841,0.4797170295487341,4.432913584411841,s01_batch1,
expanded_scaffer_f6,10,hw,2,heteroscedastic,2.0,0,-0.3266519319405789,-4.367059048023401,0.3266519319405789,4.367059048023401,s01_batch1,
expanded_scaffer_f6,10,hw,2,heteroscedastic,2.0,1,1.2411672290242317,-4.417671982361521,-1.2411672290242317,4.417671982361521,s01_batch1,
expanded_scaffer_f6,10,hw,2,heteroscedastic,2.0,2,3.126262907658827,-4.322099710242945,-3.126262907658827,4.322099710242945,s01_batch1,
expanded_scaffer_f6,10,hw,2,heteroscedastic,2.0,3,0.0835834457387658,-4.525787565396601,-0.0835834457387658,4.525787565396601,s01_batch1,
expanded_scaffer_f6,10,hw,2,heteroscedastic,2.0,4,-0.5797121169392598,-4.533949731286811,0.5797121169392598,4.533949731286811,s01_batch1,
bukin6,2,1,0,heteroscedastic,2.0,0,-5.355531750005256,-7.49997928116926,5.355531750005256,7.49997928116926,s02_batch2,
bukin6,2,1,0,heteroscedastic,2.0,1,-19.796100929616767,-19.112022590512638,19.796100929616767,19.112022590512638,s02_batch2,
bukin6,2,1,0,heteroscedastic,2.0,2,-19.72826864568412,-17.23662491774632,19.72826864568412,17.23662491774632,s02_batch2,
bukin6,2,1,0,heteroscedastic,2.0,3,-8.7161554753272,-7.685462984584618,8.7161554753272,7.685462984584618,s02_batch2,
bukin6,2,1,0,heteroscedastic,2.0,4,0.9427620701671406,-2.4843629179624056,-0.9427620701671406,2.4843629179624056,s02_batch2,
bukin6,2,1,1,heteroscedastic,2.0,0,-4.1297945224906645,-4.916767863110898,4.1297945224906645,4.916767863110898,s02_batch2,
bukin6,2,1,1,heteroscedastic,2.0,1,-6.814710385425584,-8.47971623156903,6.814710385425584,8.47971623156903,s02_batch2,
bukin6,2,1,1,heteroscedastic,2.0,2,-4.351438680907101,-5.128334300152214,4.351438680907101,5.128334300152214,s02_batch2,
bukin6,2,1,1,heteroscedastic,2.0,3,-27.05296391154064,-25.56780032940446,27.05296391154064,25.56780032940446,s02_batch2,
bukin6,2,1,1,heteroscedastic,2.0,4,-3.913623205484837,-2.622935596562157,3.913623205484837,2.622935596562157,s02_batch2,
bukin6,2,1,2,heteroscedastic,2.0,0,-20.579960719088863,-21.16273116081764,20.579960719088863,21.16273116081764,s02_batch2,
bukin6,2,1,2,heteroscedastic,2.0,1,-15.43500247203169,-15.893177856129409,15.43500247203169,15.893177856129409,s02_batch2,
bukin6,2,1,2,heteroscedastic,2.0,2,-34.09871480637324,-33.37007831314665,34.09871480637324,33.37007831314665,s02_batch2,
bukin6,2,1,2,heteroscedastic,2.0,3,-29.101862806990216,-28.91520934339557,29.101862806990216,28.91520934339557,s02_batch2,
bukin6,2,1,2,heteroscedastic,2.0,4,-3.913623205484837,-2.622935596562157,3.913623205484837,2.622935596562157,s02_batch2,
bukin6,2,hw,0,heteroscedastic,2.0,0,-4.755339555847248,-3.17057687754073,4.755339555847248,3.17057687754073,s02_batch2,
bukin6,2,hw,0,heteroscedastic,2.0,1,-22.77674899004021,-23.003550549059103,22.77674899004021,23.003550549059103,s02_batch2,
bukin6,2,hw,0,heteroscedastic,2.0,2,-12.16811531590848,-10.04869503218174,12.16811531590848,10.04869503218174,s02_batch2,
bukin6,2,hw,0,heteroscedastic,2.0,3,-5.533865491994828,-8.13166024924478,5.533865491994828,8.13166024924478,s02_batch2,
bukin6,2,hw,0,heteroscedastic,2.0,4,0.9427620701671406,-2.4843628255461505,-0.9427620701671406,2.4843628255461505,s02_batch2,
bukin6,2,hw,1,heteroscedastic,2.0,0,-18.339579929118354,-18.92437212336461,18.339579929118354,18.92437212336461,s02_batch2,
bukin6,2,hw,1,heteroscedastic,2.0,1,-5.687998352946993,-5.003597937701851,5.687998352946993,5.003597937701851,s02_batch2,
bukin6,2,hw,1,heteroscedastic,2.0,2,-4.351576958491394,-5.687179737443009,4.351576958491394,5.687179737443009,s02_batch2,
bukin6,2,hw,1,heteroscedastic,2.0,3,-5.717490017718486,-3.149706466405529,5.717490017718486,3.149706466405529,s02_batch2,
bukin6,2,hw,1,heteroscedastic,2.0,4,-3.913623205484837,-2.622935596562157,3.913623205484837,2.622935596562157,s02_batch2,
bukin6,2,hw,2,heteroscedastic,2.0,0,-13.4370721879378,-15.573961747880798,13.4370721879378,15.573961747880798,s02_batch2,
bukin6,2,hw,2,heteroscedastic,2.0,1,-18.575988443154515,-18.336920151272476,18.575988443154515,18.336920151272476,s02_batch2,
bukin6,2,hw,2,heteroscedastic,2.0,2,-21.78316762896632,-21.60790844556579,21.78316762896632,21.60790844556579,s02_batch2,
bukin6,2,hw,2,heteroscedastic,2.0,3,-29.101781655160387,-28.91512819097729,29.101781655160387,28.91512819097729,s02_batch2,
bukin6,2,hw,2,heteroscedastic,2.0,4,-3.913623205484837,-2.622935596562157,3.913623205484837,2.622935596562157,s02_batch2,
cross_in_tray,2,1,0,heteroscedastic,2.0,0,3.1961921724878266,-0.0858926111162847,-3.1961921724878266,0.0858926111162847,s02_batch2,
cross_in_tray,2,1,0,heteroscedastic,2.0,1,3.3163170136338884,-0.1061256291368539,-3.3163170136338884,0.1061256291368539,s02_batch2,
cross_in_tray,2,1,0,heteroscedastic,2.0,2,4.578294273123847,-0.0011607237392916,-4.578294273123847,0.0011607237392916,s02_batch2,
cross_in_tray,2,1,0,heteroscedastic,2.0,3,1.7633707736185913,-0.1065356213743731,-1.7633707736185913,0.1065356213743731,s02_batch2,
cross_in_tray,2,1,0,heteroscedastic,2.0,4,4.888906699072888,-0.0924816926930978,-4.888906699072888,0.0924816926930978,s02_batch2,
cross_in_tray,2,1,1,heteroscedastic,2.0,0,3.1961921724878266,-0.0858926111162847,-3.1961921724878266,0.0858926111162847,s02_batch2,
cross_in_tray,2,1,1,heteroscedastic,2.0,1,3.3163170136338884,-0.1061256291368539,-3.3163170136338884,0.1061256291368539,s02_batch2,
cross_in_tray,2,1,1,heteroscedastic,2.0,2,4.578294273123847,-0.0094931507352664,-4.578294273123847,0.0094931507352664,s02_batch2,
cross_in_tray,2,1,1,heteroscedastic,2.0,3,1.7633707736185913,-0.1908751320229464,-1.7633707736185913,0.1908751320229464,s02_batch2,
cross_in_tray,2,1,1,heteroscedastic,2.0,4,4.888906699072888,-0.0924816926930978,-4.888906699072888,0.0924816926930978,s02_batch2,
cross_in_tray,2,1,2,heteroscedastic,2.0,0,3.1961921724878266,-0.0858926111162847,-3.1961921724878266,0.0858926111162847,s02_batch2,
cross_in_tray,2,1,2,heteroscedastic,2.0,1,3.3163170136338884,-0.1061256291368539,-3.3163170136338884,0.1061256291368539,s02_batch2,
cross_in_tray,2,1,2,heteroscedastic,2.0,2,4.578294273123847,-0.0011607237392916,-4.578294273123847,0.0011607237392916,s02_batch2,
cross_in_tray,2,1,2,heteroscedastic,2.0,3,1.7633707736185913,-0.1831890866412182,-1.7633707736185913,0.1831890866412182,s02_batch2,
